M,R
18.788,3.4345291717142525
18.786,3.433976944925561
18.784,3.4334251069983166
18.781,3.432809336919063
18.779,3.4322582953067804
18.777,3.4317076430895113
18.775,3.4311573801971047
18.773,3.430607517921305
18.771,3.4300580735987833
18.769,3.429509046260587
18.767,3.4289604352083334
18.765,3.4284122399762396
18.762,3.4278002702037225
18.76,3.4272529210499085
18.758,3.426705985707754
18.756,3.4261594639088937
18.754,3.4256133547933665
18.752,3.4250676578576162
18.75,3.4245223733086165
18.748,3.4239774999873633
18.746,3.423433038016783
18.744,3.4228889864118717
18.742,3.422345338591553
18.74,3.4218020902903667
18.738,3.421259241290664
18.735,3.4206527842183747
18.733,3.4201107484655733
18.731,3.419569111407999
18.729,3.4190278730197656
18.727,3.4184870323740237
18.725,3.417946590478988
18.723,3.4174065466861707
18.721,3.4168669002711143
18.719,3.4163276511444627
18.717,3.415788799624133
18.715,3.4152503449559357
18.713,3.414712286831996
18.711,3.414174623466631
18.709,3.413637352748518
18.707,3.413100475171142
18.705,3.412563990487541
18.703,3.4120278985056545
18.701,3.4114921985270765
18.699,3.41095689120502
18.697,3.410421975467579
18.695,3.409887451444748
18.693,3.4093533188562897
18.692,3.408883285179227
18.69,3.408349922728429
18.688,3.4078169511882805
18.686,3.4072843700990245
18.684,3.4067521794932674
18.682,3.4062203903717667
18.68,3.4056890120040118
18.678,3.4051580444909604
18.676,3.4046274861384256
18.674,3.4040973363780545
18.672,3.4035675946151707
18.67,3.40303825997591
18.668,3.4025093324283233
18.666,3.4019808105190203
18.664,3.4014526944906573
18.663,3.4009884957838574
18.661,3.400461177725288
18.659,3.399934264053146
18.657,3.3994077535872567
18.655,3.398881645428512
18.653,3.3983559329519375
18.651,3.3978305939604843
18.649,3.3973056283587733
18.648,3.3968444450427966
18.646,3.3963202163384847
18.644,3.3957963610145803
18.642,3.395272879858029
18.64,3.394749771743874
18.638,3.394227036744897
18.636,3.3937046754601354
18.635,3.3932460081859253
18.633,3.392724383920276
18.631,3.3922031331603653
18.629,3.391682255386502
18.627,3.3911617501369946
18.625,3.3906416179786625
18.624,3.3901851273588375
18.622,3.389665788887113
18.62,3.389146856527661
18.618,3.3886283292398165
18.616,3.388110204989471
18.614,3.3875924837617464
18.613,3.3871383400334083
18.611,3.386621414799959
18.609,3.386104890219162
18.607,3.38558876574383
18.606,3.385136162450982
18.604,3.3846208283187647
18.602,3.3841058919204334
18.6,3.38359135308193
18.598,3.3830772102300113
18.597,3.3826265257335923
18.595,3.382113141346112
18.593,3.3816001246379757
18.591,3.381087475759952
18.59,3.3806382107302158
18.588,3.3801262909851753
18.586,3.3796147390752016
18.584,3.3791035549605906
18.583,3.3786557062879385
18.581,3.3781452506020804
18.579,3.3776351614812374
18.577,3.377125439469401
18.576,3.376679006562762
18.574,3.3761700116827207
18.572,3.3756613827671553
18.57,3.375153120105426
18.569,3.3747081037168543
18.567,3.374200585858095
18.565,3.3736934522671183
18.564,3.3732495424550066
18.562,3.3727431686405813
18.56,3.372237176800855
18.559,3.3717943702343818
18.557,3.371289134789932
18.555,3.370784279845896
18.553,3.3702798038998636
18.552,3.3698384706762026
18.55,3.369334747303752
18.548,3.3688314015200285
18.547,3.368391162359985
18.545,3.367888566033426
18.543,3.3673863464950102
18.542,3.366947196930922
18.54,3.3664457225818913
18.538,3.3659446220663134
18.537,3.3655065553838477
18.535,3.3650061966159015
18.533,3.364506209078499
18.532,3.364069222762939
18.53,3.363569974493356
18.528,3.363071096975812
18.527,3.3626351868071263
18.525,3.362137045395234
18.524,3.3617018431358074
18.522,3.361204436290393
18.52,3.36070739789029
18.519,3.3602732663196067
18.517,3.359776959767771
18.515,3.359281019818057
18.514,3.358847949292547
18.512,3.3583527209342043
18.511,3.357920330581744
18.509,3.357425808747688
18.507,3.3569316411234147
18.506,3.3565002826436645
18.504,3.3560068199927797
18.503,3.35557614037216
18.501,3.355083381428152
18.499,3.3545909756485277
18.498,3.354161324995684
18.496,3.3536696210462082
18.495,3.3532406472078224
18.493,3.3527496444836076
18.492,3.352321346937229
18.49,3.351831044027109
18.488,3.3513410967663897
18.487,3.3509138505012364
18.485,3.350424648343473
18.484,3.349998123788586
18.482,3.3495096654909386
18.481,3.349083859634527
18.479,3.348596142060139
18.478,3.34817105300845
18.476,3.3476840731322355
18.474,3.3471974617264113
18.473,3.3467734535808153
18.471,3.346287575980374
18.47,3.3458642787858692
18.468,3.3453791330157316
18.467,3.344956544183661
18.465,3.3444721276707665
18.464,3.344050245042218
18.462,3.3435665429919705
18.461,3.3431453234585153
18.459,3.3426622875557412
18.458,3.3422417139196963
18.456,3.3417593444732026
18.455,3.3413394166852273
18.453,3.340857713615355
18.452,3.3404384314738125
18.45,3.3399573940927225
18.449,3.3395387576384157
18.447,3.339058384860825
18.446,3.3386403932047855
18.444,3.338160684692802
18.443,3.3377433374511436
18.441,3.3372642918246833
18.44,3.336847588109737
18.438,3.336369181458963
